NTA Experiment Summary File,,,,,
Created with NTA 3.2 Dev Build 3.2.16,,,,,
,,,,,
422.5,303526,534724,395346,411199,67210
423.5,301519,519327,391028,403958,63207
424.5,299479,504123,386608,396737,59292
425.5,297403,489129,382091,389541,55472
426.5,295285,474361,377482,382376,51752
427.5,293120,459833,372787,375247,48142
428.5,290902,445559,368011,368157,44646
429.5,288627,431550,363159,361112,41271
430.5,286289,417815,358238,354114,38024
431.5,283884,404363,353254,347167,34912
432.5,281408,391201,348212,340274,31942
433.5,278855,378335,343120,333437,29123
434.5,276221,365770,337984,326658,26464
435.5,273503,353510,332810,319941,23976
436.5,270696,341556,327604,313286,21672
437.5,267798,329911,322374,306695,19569
438.5,264806,318576,317126,300169,17687
439.5,261716,307550,311866,293711,16046
440.5,258527,296832,306600,287320,14670
441.5,255237,286421,301335,280997,13581
442.5,251844,276314,296076,274745,12793
443.5,248348,266510,290829,268562,12306
444.5,244748,257004,285601,262451,12103
445.5,241045,247793,280396,256411,12149
446.5,237240,238873,275219,250444,12397
447.5,233334,230239,270077,244550,12795
448.5,229328,221887,264973,238729,13296
449.5,225227,213810,259912,232983,13862
450.5,221032,206005,254898,227312,14459
451.5,216747,198464,249937,221716,15065
452.5,212377,191183,245030,216197,15661
453.5,207927,184156,240183,210755,16235
454.5,203403,177376,235397,205392,16779
455.5,198809,170838,230677,200108,17286
456.5,194152,164535,226026,194904,17755
457.5,189440,158461,221444,189782,18182
458.5,184680,152610,216936,184742,18569
459.5,179879,146976,212503,179786,18916
460.5,175045,141553,208147,174915,19224
461.5,170187,136334,203869,170130,19496
462.5,165313,131313,199672,165432,19734
463.5,160431,126485,195555,160824,19940
464.5,155550,121843,191521,156305,20118
465.5,150680,117381,187569,151877,20270
466.5,145828,113094,183701,147541,20401
467.5,141004,108977,179917,143299,20511
468.5,136215,105023,176218,139152,20605
469.5,131471,101226,172602,135100,20684
470.5,126779,97583,169071,131144,20752
471.5,122146,94087,165624,127286,20810
472.5,117581,90734,162260,123525,20861
473.5,113091,87517,158980,119863,20905
474.5,108681,84434,155782,116299,20946
475.5,104359,81478,152667,112835,20983
476.5,100129,78646,149632,109469,21018
477.5,95998,75932,146679,106203,21051
478.5,91969,73333,143804,103035,21082
479.5,88046,70844,141008,99966,21113
480.5,84234,68461,138289,96995,21143
481.5,80534,66180,135646,94120,21172
482.5,76951,63998,133078,91342,21200
483.5,73484,61910,130584,88660,21227
484.5,70137,59914,128162,86071,21251
485.5,66909,58006,125811,83575,21274
486.5,63802,56181,123529,81171,21293
487.5,60814,54438,121315,78856,21309
488.5,57946,52773,119168,76629,21322
489.5,55197,51183,117086,74489,21330
490.5,52565,49666,115068,72433,21334
491.5,50049,48218,113111,70459,21333
492.5,47646,46836,111215,68566,21326
493.5,45355,45519,109377,66751,21313
494.5,43174,44264,107597,65012,21295
495.5,41098,43068,105873,63346,21271
496.5,39127,41930,104202,61753,21240
497.5,37255,40847,102584,60229,21203
498.5,35482,39817,101017,58772,21160
499.5,33802,38837,99499,57380,21110
500.5,32214,37908,98029,56050,21054
501.5,30713,37025,96605,54781,20991
502.5,29297,36189,95225,53570,20922
503.5,27961,35396,93888,52415,20847
504.5,26703,34646,92592,51314,20766
505.5,25519,33937,91336,50264,20679
506.5,24406,33268,90117,49264,20586
507.5,23362,32638,88935,48312,20488
508.5,22382,32044,87788,47405,20383
509.5,21464,31487,86674,46541,20274
510.5,20605,30964,85592,45720,20159
511.5,19802,30475,84539,44939,20039
512.5,19052,30019,83515,44196,19913
513.5,18354,29595,82518,43489,19782
514.5,17704,29202,81546,42817,19647
515.5,17100,28840,80598,42179,19506
516.5,16540,28507,79672,41573,19360
517.5,16022,28202,78766,40997,19209
518.5,15544,27926,77880,40450,19053
519.5,15104,27678,77011,39931,18892
520.5,14701,27456,76158,39438,18726
521.5,14332,27262,75320,38971,18554
522.5,13997,27093,74495,38528,18376
523.5,13694,26950,73681,38109,18193
524.5,13422,26833,72877,37711,18004
525.5,13180,26741,72082,37335,17809
526.5,12967,26674,71294,36978,17608
527.5,12782,26632,70512,36642,17401
528.5,12624,26614,69734,36324,17186
529.5,12493,26621,68960,36024,16965
530.5,12388,26652,68187,35742,16737
531.5,12308,26707,67414,35476,16501
